Local authority,Library name,Date,Type,Outcome,Attendees
Barnet,Edgware,2018-06-14,BBP,Stronger more resilient communities,28
Barnet,Edgware,2018-06-14,Coffee morning/Afternoon tea,Stronger more resilient communities,19
Barnet,Edgware,2018-06-14,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-06-14,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-06-21,BBP,Stronger more resilient communities,40
Barnet,Edgware,2018-06-21,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-06-21,Conversation Café/Language Session,Stronger more resilient communities,4
Barnet,Edgware,2018-06-21,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-06-23,IT,Stronger more resilient communities,0
Barnet,Edgware,2018-06-28,BBP,Stronger more resilient communities,36
Barnet,Edgware,2018-06-28,Coffee morning/Afternoon tea,Stronger more resilient communities,22
Barnet,Edgware,2018-06-28,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-06-28,Other Early Years,Stronger more resilient communities,36
Barnet,Edgware,2018-06-28,Reading Group Adult,Stronger more resilient communities,4
Barnet,Edgware,2018-06-28,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-06-30,IT,Stronger more resilient communities,0
Barnet,Edgware,2018-07-02,Baby Rhyme Time,Stronger more resilient communities,16
Barnet,Edgware,2018-07-02,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Edgware,2018-07-05,Coffee morning/Afternoon tea,Stronger more resilient communities,16
Barnet,Edgware,2018-07-05,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-07-07,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-07-09,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Edgware,2018-07-09,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Edgware,2018-07-12,BBP,Stronger more resilient communities,32
Barnet,Edgware,2018-07-12,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-07-12,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Edgware,2018-07-12,Other Early Years,Stronger more resilient communities,10
Barnet,Edgware,2018-07-12,Other Early Years,Stronger more resilient communities,32
Barnet,Edgware,2018-07-12,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-07-14,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-07-16,Baby Rhyme Time,Stronger more resilient communities,10
Barnet,Edgware,2018-07-16,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Edgware,2018-07-19,Coffee morning/Afternoon tea,Stronger more resilient communities,26
Barnet,Edgware,2018-07-19,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-07-24,Summer Reading Challenge,Stronger more resilient communities,47
Barnet,Edgware,2018-07-26,Coffee morning/Afternoon tea,Stronger more resilient communities,6
Barnet,Edgware,2018-07-26,Reading Group Adult,Stronger more resilient communities,3
Barnet,Edgware,2018-08-02,Coffee morning/Afternoon tea,Stronger more resilient communities,8
Barnet,Edgware,2018-08-09,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2018-08-09,Summer Reading Challenge,Stronger more resilient communities,12
Barnet,Edgware,2018-08-09,Summer Reading Challenge,Stronger more resilient communities,22
Barnet,Edgware,2018-08-16,Coffee morning/Afternoon tea,Stronger more resilient communities,11
Barnet,Edgware,2018-08-23,BBP,Stronger more resilient communities,43
Barnet,Edgware,2018-08-23,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2018-08-23,Other Early Years,Stronger more resilient communities,43
Barnet,Edgware,2018-08-30,Coffee morning/Afternoon tea,Stronger more resilient communities,20
Barnet,Edgware,2018-09-03,Baby Rhyme Time,Stronger more resilient communities,7
Barnet,Edgware,2018-09-03,Toddler Read and Rhyme,Stronger more resilient communities,0
Barnet,Edgware,2018-09-06,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2018-09-06,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-09-08,IT,Stronger more resilient communities,5
Barnet,Edgware,2018-09-10,Baby Rhyme Time,Stronger more resilient communities,12
Barnet,Edgware,2018-09-10,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Edgware,2018-09-13,BBP,Stronger more resilient communities,30
Barnet,Edgware,2018-09-13,Coffee morning/Afternoon tea,Stronger more resilient communities,20
Barnet,Edgware,2018-09-13,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-09-13,Toddler Time,Stronger more resilient communities,6
Barnet,Edgware,2018-09-17,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Edgware,2018-09-17,Toddler Read and Rhyme,Stronger more resilient communities,7
Barnet,Edgware,2018-09-20,BBP,Stronger more resilient communities,41
Barnet,Edgware,2018-09-20,Coffee morning/Afternoon tea,Stronger more resilient communities,16
Barnet,Edgware,2018-09-20,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-09-20,Toddler Time,Stronger more resilient communities,17
Barnet,Edgware,2018-09-22,IT,Stronger more resilient communities,3
Barnet,Edgware,2018-09-24,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Edgware,2018-09-24,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Edgware,2018-09-27,BBP,Stronger more resilient communities,28
Barnet,Edgware,2018-09-27,Coffee morning/Afternoon tea,Stronger more resilient communities,18
Barnet,Edgware,2018-09-27,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-09-27,Reading Group Adult,Stronger more resilient communities,3
Barnet,Edgware,2018-09-27,Toddler Time,Stronger more resilient communities,8
Barnet,Edgware,2018-09-29,IT,Stronger more resilient communities,3
Barnet,Edgware,2018-10-01,Baby Rhyme Time,Stronger more resilient communities,20
Barnet,Edgware,2018-10-01,Toddler Read and Rhyme,Stronger more resilient communities,4
Barnet,Edgware,2018-10-04,BBP,Stronger more resilient communities,36
Barnet,Edgware,2018-10-04,Coffee morning/Afternoon tea,Stronger more resilient communities,19
Barnet,Edgware,2018-10-04,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Edgware,2018-10-04,Toddler Time,Stronger more resilient communities,13
Barnet,Edgware,2018-10-06,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-10-08,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Edgware,2018-10-08,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Edgware,2018-10-11,BBP,Stronger more resilient communities,34
Barnet,Edgware,2018-10-11,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2018-10-11,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-10-11,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-10-12,Other Early Years,Stronger more resilient communities,18
Barnet,Edgware,2018-10-13,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-10-15,Baby Rhyme Time,Stronger more resilient communities,26
Barnet,Edgware,2018-10-15,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Edgware,2018-10-18,BBP,Stronger more resilient communities,27
Barnet,Edgware,2018-10-18,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2018-10-18,Conversation Café/Language Session,Stronger more resilient communities,5
Barnet,Edgware,2018-10-18,Toddler Time,Stronger more resilient communities,21
Barnet,Edgware,2018-10-25,Coffee morning/Afternoon tea,Stronger more resilient communities,14
Barnet,Edgware,2018-10-27,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-10-29,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Edgware,2018-10-29,Toddler Read and Rhyme,Stronger more resilient communities,20
Barnet,Edgware,2018-11-01,BBP,Stronger more resilient communities,12
Barnet,Edgware,2018-11-01,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2018-11-01,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-11-01,Toddler Time,Stronger more resilient communities,10
Barnet,Edgware,2018-11-02,Other Early Years,Stronger more resilient communities,34
Barnet,Edgware,2018-11-03,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-11-05,Baby Rhyme Time,Stronger more resilient communities,40
Barnet,Edgware,2018-11-05,Toddler Read and Rhyme,Stronger more resilient communities,24
Barnet,Edgware,2018-11-08,BBP,Stronger more resilient communities,21
Barnet,Edgware,2018-11-08,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2018-11-08,Conversation Café/Language Session,Stronger more resilient communities,3
Barnet,Edgware,2018-11-08,Other Early Years,Stronger more resilient communities,33
Barnet,Edgware,2018-11-08,Toddler Time,Stronger more resilient communities,24
Barnet,Edgware,2018-11-10,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-11-12,Baby Rhyme Time,Stronger more resilient communities,27
Barnet,Edgware,2018-11-12,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Edgware,2018-11-15,BBP,Stronger more resilient communities,6
Barnet,Edgware,2018-11-15,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2018-11-15,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-11-15,Toddler Time,Stronger more resilient communities,30
Barnet,Edgware,2018-11-16,Other Early Years,Stronger more resilient communities,28
Barnet,Edgware,2018-11-17,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-11-19,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Edgware,2018-11-19,Toddler Read and Rhyme,Stronger more resilient communities,12
Barnet,Edgware,2018-11-22,BBP,Stronger more resilient communities,10
Barnet,Edgware,2018-11-22,Coffee morning/Afternoon tea,Stronger more resilient communities,14
Barnet,Edgware,2018-11-22,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Edgware,2018-11-22,Toddler Time,Stronger more resilient communities,26
Barnet,Edgware,2018-11-23,Other Early Years,Stronger more resilient communities,28
Barnet,Edgware,2018-11-25,IT,Stronger more resilient communities,2
Barnet,Edgware,2018-11-26,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Edgware,2018-11-26,Toddler Read and Rhyme,Stronger more resilient communities,20
Barnet,Edgware,2018-11-29,Coffee morning/Afternoon tea,Stronger more resilient communities,10
Barnet,Edgware,2018-11-29,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2018-12-03,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Edgware,2018-12-03,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Edgware,2018-12-10,Baby Rhyme Time,Stronger more resilient communities,30
Barnet,Edgware,2018-12-10,Toddler Read and Rhyme,Stronger more resilient communities,16
Barnet,Edgware,2018-12-13,BBP,Stronger more resilient communities,10
Barnet,Edgware,2018-12-13,Toddler Time,Stronger more resilient communities,21
Barnet,Edgware,2018-12-17,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Edgware,2018-12-17,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Edgware,2018-12-18,Other Child 5+,Stronger more resilient communities,28
Barnet,Edgware,2018-12-20,Coffee morning/Afternoon tea,Stronger more resilient communities,14
Barnet,Edgware,2018-12-20,Other Early Years,Stronger more resilient communities,15
Barnet,Edgware,2018-12-27,Coffee morning/Afternoon tea,Stronger more resilient communities,0
Barnet,Edgware,2019-01-03,Coffee morning/Afternoon tea,Stronger more resilient communities,9
Barnet,Edgware,2019-01-07,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Edgware,2019-01-07,Toddler Read and Rhyme,Stronger more resilient communities,18
Barnet,Edgware,2019-01-07,Toddler Read and Rhyme,Stronger more resilient communities,28
Barnet,Edgware,2019-01-10,BBP,Stronger more resilient communities,26
Barnet,Edgware,2019-01-10,Coffee morning/Afternoon tea,Stronger more resilient communities,14
Barnet,Edgware,2019-01-10,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2019-01-10,Toddler Time,Stronger more resilient communities,31
Barnet,Edgware,2019-01-12,IT,Stronger more resilient communities,4
Barnet,Edgware,2019-01-14,Baby Rhyme Time,Stronger more resilient communities,28
Barnet,Edgware,2019-01-14,Toddler Read and Rhyme,Stronger more resilient communities,10
Barnet,Edgware,2019-01-15,Advice/Surgery,Stronger more resilient communities,3
Barnet,Edgware,2019-01-17,BBP,Stronger more resilient communities,14
Barnet,Edgware,2019-01-17,Coffee morning/Afternoon tea,Stronger more resilient communities,12
Barnet,Edgware,2019-01-17,Conversation Café/Language Session,Stronger more resilient communities,0
Barnet,Edgware,2019-01-17,Toddler Time,Stronger more resilient communities,17
Barnet,Edgware,2019-01-19,IT,Stronger more resilient communities,4
Barnet,Edgware,2019-01-21,Baby Rhyme Time,Stronger more resilient communities,25
Barnet,Edgware,2019-01-21,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Edgware,2019-01-24,BBP,Stronger more resilient communities,16
Barnet,Edgware,2019-01-24,Coffee morning/Afternoon tea,Stronger more resilient communities,20
Barnet,Edgware,2019-01-24,Conversation Café/Language Session,Stronger more resilient communities,1
Barnet,Edgware,2019-01-24,Toddler Time,Stronger more resilient communities,17
Barnet,Edgware,2019-01-26,IT,Stronger more resilient communities,4
Barnet,Edgware,2019-01-28,Baby Rhyme Time,Stronger more resilient communities,27
Barnet,Edgware,2019-01-28,Toddler Read and Rhyme,Stronger more resilient communities,15
Barnet,Edgware,2019-01-31,BBP,Stronger more resilient communities,16
Barnet,Edgware,2019-01-31,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2019-01-31,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2019-01-31,Toddler Time,Stronger more resilient communities,12
Barnet,Edgware,2019-02-02,Baby Rhyme Time,Stronger more resilient communities,23
Barnet,Edgware,2019-02-02,IT,Stronger more resilient communities,4
Barnet,Edgware,2019-02-02,Toddler Read and Rhyme,Stronger more resilient communities,11
Barnet,Edgware,2019-02-07,BBP,Stronger more resilient communities,12
Barnet,Edgware,2019-02-07,Coffee morning/Afternoon tea,Stronger more resilient communities,15
Barnet,Edgware,2019-02-07,Conversation Café/Language Session,Stronger more resilient communities,2
Barnet,Edgware,2019-02-07,Toddler Time,Stronger more resilient communities,22
Barnet,Edgware,2019-02-09,IT,Stronger more resilient communities,4
Barnet,Edgware,2019-02-11,Baby Rhyme Time,Stronger more resilient communities,24
Barnet,Edgware,2019-02-11,Toddler Read and Rhyme,Stronger more resilient communities,13
Barnet,Edgware,2019-02-14,BBP,Stronger more resilient communities,20
Barnet,Edgware,2019-02-14,Coffee morning/Afternoon tea,Stronger more resilient communities,13
Barnet,Edgware,2019-02-14,Conversation Café/Language Session,Stronger more resilient communities,2
